Receiving Node ID, Transmitting Node ID, RSSI (dBm)
rxID, txID, rssi
7,2,-99
7,4,-56
7,5,-65
7,4,-56
7,6,-57
7,4,-56
7,2,-85
7,5,-66
7,5,-66
7,6,-57
7,2,-86
7,4,-56
7,2,-86
7,5,-66
7,6,-56
7,6,-56
7,2,-86
7,2,-85
7,4,-58
7,5,-66
7,4,-57
7,2,-85
7,6,-57
7,1,-103
7,6,-57
7,2,-85
7,0,-74
7,4,-57
7,6,-57
7,2,-86
7,5,-66
7,6,-56
7,1,-103
7,2,-85
7,2,-86
7,5,-66
7,6,-58
7,1,-102
7,4,-56
7,5,-66
7,6,-57
7,1,-103
7,2,-85
7,0,-76
7,5,-66
7,6,-57
7,2,-85
7,5,-66
7,6,-57
7,2,-85
7,0,-76
7,5,-66
7,2,-86
7,4,-57
7,5,-66
7,4,-57
7,5,-66
7,1,-102
7,6,-56
7,6,-57
7,5,-66
7,2,-85
7,0,-76
7,5,-66
7,6,-58
7,6,-57
7,0,-76
7,6,-57
7,2,-85
7,0,-77
7,5,-66
7,2,-85
7,5,-66
7,5,-65
7,6,-58
7,6,-58
7,5,-66
7,2,-86
7,0,-76
7,6,-57
7,0,-77
7,6,-57
7,5,-65
7,2,-85
7,5,-66
7,5,-66
7,6,-57
7,6,-57
7,4,-58
7,2,-85
7,0,-76
7,5,-66
7,6,-57
7,6,-57
7,4,-58
7,5,-66
7,6,-57
7,4,-56
7,0,-77
7,5,-66
7,6,-57
7,5,-66
7,5,-66
7,6,-57
7,4,-56
7,4,-56
7,5,-66
7,6,-57
7,2,-85
7,5,-66
7,6,-57
7,6,-57
7,4,-57
7,5,-66
7,6,-57
7,4,-57
7,0,-78
7,5,-65
7,6,-58
7,5,-67
7,5,-66
7,6,-58
7,1,-105
7,5,-66
7,6,-56
7,5,-67
7,6,-57
7,4,-56
7,4,-56
7,6,-58
7,2,-86
7,6,-56
7,1,-100
7,0,-79
7,5,-67
7,6,-57
7,5,-66
7,5,-66
7,1,-103
7,5,-66
7,6,-57
7,5,-66
7,6,-57
7,4,-56
7,6,-57
7,5,-66
7,6,-57
7,4,-56
7,6,-57
7,5,-66
7,6,-57
7,5,-66
7,5,-66
7,6,-57
7,5,-66
7,6,-57
7,0,-81
7,5,-66
7,6,-56
7,5,-66
7,6,-57
7,4,-56
7,6,-58
7,5,-66
7,6,-57
7,0,-79
7,0,-80
7,6,-56
7,5,-66
7,0,-80
7,6,-58
7,5,-67
7,6,-57
7,2,-85
7,0,-82
7,5,-66
7,4,-56
7,6,-56
7,4,-56
7,6,-56
7,5,-67
7,6,-57
7,0,-81
7,0,-81
7,0,-81
7,6,-56
7,5,-67
7,0,-81
7,2,-86
7,2,-85
7,6,-57
7,5,-67
7,6,-56
7,2,-85
7,0,-80
7,0,-79
7,5,-67
7,2,-85
7,2,-85
7,6,-56
7,2,-85
7,5,-67
7,4,-56
7,6,-57
7,5,-67
7,0,-80
7,0,-79
7,6,-57
7,5,-66
7,0,-76
7,2,-85
7,2,-86
7,6,-56
7,5,-67
7,1,-103
7,0,-76
7,5,-67
7,6,-56
7,2,-85
7,2,-85
7,6,-57
7,2,-85
7,0,-78
7,5,-67
7,6,-57
7,6,-57
7,5,-67
7,0,-76
7,0,-76
7,0,-76
7,2,-86
7,6,-56
7,5,-67
7,2,-85
7,1,-103
7,0,-80
7,1,-103
7,6,-56
7,5,-67
7,4,-58
7,0,-78
7,5,-67
7,6,-58
7,1,-103
7,2,-86
7,2,-85
7,1,-103
7,0,-79
7,5,-66
7,6,-57
7,6,-57
7,5,-67
7,6,-56
7,0,-76
7,0,-77
7,2,-85
7,5,-67
7,2,-85
7,1,-103
7,0,-78
7,6,-56
7,5,-67
7,4,-56
7,2,-85
7,1,-103
7,0,-76
7,1,-103
7,6,-57
7,5,-67
7,4,-56
7,0,-76
7,5,-67
7,6,-56
7,1,-102
7,2,-85
7,2,-85
7,1,-103
7,0,-75
7,4,-58
7,6,-57
7,6,-56
7,0,-77
7,2,-86
7,0,-77
7,4,-58
7,2,-86
7,1,-102
7,6,-56
7,5,-66
7,4,-58
7,2,-86
7,1,-103
7,0,-76
7,1,-103
7,6,-57
7,0,-76
7,2,-85
7,5,-66
7,6,-57
7,2,-86
7,1,-103
7,0,-77
7,5,-66
7,1,-103
7,6,-58
7,0,-76
7,2,-85
7,4,-56
7,2,-86
7,1,-103
7,0,-77
7,2,-85
7,1,-103
7,1,-103
7,6,-57
7,0,-76
7,2,-85
7,4,-57
7,6,-57
7,2,-85
7,1,-102
7,6,-57
7,0,-77
7,4,-56
7,6,-57
