Receiving Node ID, Transmitting Node ID, RSSI (dBm)
rxID, txID, rssi
2,0,-95
2,4,-85
2,5,-92
2,4,-85
2,4,-85
2,6,-103
2,3,-68
2,4,-82
2,0,-101
2,5,-83
2,5,-87
2,3,-68
2,3,-68
2,6,-102
2,0,-104
2,4,-84
2,0,-91
2,5,-90
2,6,-97
2,3,-69
2,6,-97
2,0,-93
2,0,-92
2,3,-69
2,4,-82
2,5,-89
2,3,-69
2,4,-82
2,0,-93
2,6,-96
2,1,-61
2,3,-68
2,6,-97
2,0,-92
2,7,-82
2,4,-82
2,6,-99
2,0,-95
2,5,-88
2,6,-96
2,3,-69
2,1,-61
2,0,-92
2,0,-96
2,5,-89
2,6,-97
2,1,-61
2,4,-82
2,5,-88
2,6,-98
2,3,-68
2,1,-61
2,0,-99
2,7,-82
2,5,-88
2,6,-97
2,0,-94
2,3,-68
2,0,-95
2,5,-88
2,6,-97
2,0,-94
2,7,-82
2,5,-89
2,0,-97
2,4,-82
2,5,-89
2,4,-82
2,5,-89
2,1,-61
2,6,-97
2,3,-68
2,6,-98
2,5,-89
2,0,-92
2,7,-82
2,5,-89
2,6,-97
2,6,-98
2,3,-68
2,3,-68
2,6,-97
2,0,-93
2,5,-89
2,0,-91
2,5,-89
2,5,-93
2,6,-94
2,6,-98
2,5,-90
2,0,-99
2,7,-83
2,6,-97
2,6,-97
2,0,-97
2,5,-89
2,0,-99
2,5,-89
2,5,-89
2,6,-98
2,6,-97
2,4,-82
2,0,-103
2,7,-83
2,5,-89
2,6,-98
2,6,-97
2,4,-82
2,0,-99
2,5,-89
2,6,-98
2,4,-82
2,5,-89
2,6,-97
2,3,-68
2,5,-89
2,3,-68
2,3,-68
2,5,-89
2,6,-97
2,4,-82
2,4,-82
2,5,-89
2,6,-98
2,0,-98
2,3,-68
2,5,-89
2,6,-97
2,6,-96
2,4,-81
2,0,-99
2,5,-93
2,6,-101
2,4,-81
2,5,-89
2,6,-93
2,3,-69
2,5,-88
2,3,-68
2,3,-68
2,5,-88
2,6,-94
2,3,-68
2,1,-61
2,5,-88
2,6,-95
2,3,-68
2,5,-89
2,6,-96
2,4,-81
2,4,-81
2,6,-98
2,0,-94
2,3,-68
2,6,-83
2,1,-61
2,5,-78
2,3,-69
2,5,-89
2,3,-68
2,5,-89
2,3,-69
2,1,-70
2,5,-87
2,6,-96
2,3,-68
2,5,-89
2,3,-68
2,6,-100
2,4,-86
2,6,-103
2,5,-91
2,6,-100
2,4,-82
2,5,-86
2,6,-94
2,5,-90
2,3,-68
2,5,-89
2,3,-68
2,3,-69
2,6,-97
2,5,-89
2,6,-97
2,7,-82
2,3,-68
2,5,-89
2,3,-68
2,4,-81
2,6,-97
2,5,-89
2,6,-99
2,4,-81
2,6,-99
2,5,-86
2,6,-98
2,7,-84
2,7,-84
2,5,-93
2,3,-68
2,3,-68
2,6,-96
2,5,-96
2,7,-84
2,3,-68
2,3,-69
2,6,-99
2,5,-87
2,6,-96
2,0,-99
2,7,-82
2,5,-88
2,3,-70
2,4,-81
2,6,-97
2,3,-69
2,4,-81
2,6,-98
2,5,-88
2,6,-97
2,7,-82
2,7,-82
2,7,-83
2,3,-69
2,3,-68
2,6,-97
2,5,-88
2,7,-83
2,3,-68
2,0,-95
2,0,-96
2,6,-98
2,5,-88
2,6,-97
2,0,-95
2,7,-82
2,7,-82
2,5,-88
2,3,-70
2,3,-69
2,0,-95
2,0,-93
2,6,-97
2,0,-94
2,5,-89
2,4,-81
2,6,-98
2,5,-88
2,7,-83
2,7,-83
2,5,-89
2,3,-68
2,3,-68
2,6,-97
2,5,-88
2,7,-83
2,3,-68
2,3,-68
2,0,-92
2,0,-95
2,6,-97
2,5,-88
2,1,-61
2,7,-82
2,5,-88
2,3,-68
2,6,-97
2,0,-92
2,0,-92
2,6,-98
2,0,-91
2,7,-82
2,5,-88
2,6,-98
2,6,-98
2,5,-88
2,7,-83
2,7,-83
2,5,-88
2,3,-68
2,0,-95
2,6,-98
2,5,-88
2,3,-68
2,3,-68
2,0,-94
2,1,-62
2,7,-82
2,1,-62
2,6,-98
2,5,-88
2,4,-81
2,7,-82
2,7,-82
2,5,-88
2,3,-68
2,6,-98
2,1,-62
2,0,-102
2,0,-102
2,1,-62
2,7,-82
2,5,-89
2,6,-98
2,6,-98
2,5,-88
2,6,-98
2,7,-82
2,7,-82
2,3,-68
2,0,-100
2,5,-88
2,3,-68
2,0,-104
2,1,-62
2,7,-82
2,6,-99
2,5,-88
2,4,-81
2,3,-68
2,3,-68
2,0,-96
2,1,-62
2,7,-82
2,1,-62
2,6,-99
2,5,-88
2,4,-81
2,7,-82
2,5,-89
2,3,-69
2,6,-99
2,1,-62
2,0,-100
2,0,-100
2,1,-62
2,7,-83
2,4,-81
2,6,-98
2,6,-98
2,7,-83
2,3,-68
2,3,-68
2,0,-97
2,7,-82
2,4,-81
2,3,-68
2,0,-96
2,1,-62
2,5,-89
2,6,-98
2,5,-88
2,4,-81
2,3,-68
2,0,-97
2,1,-62
2,7,-83
2,1,-62
2,6,-99
2,7,-83
2,0,-97
2,5,-88
2,3,-68
2,6,-99
2,0,-98
2,1,-61
2,7,-83
2,5,-89
2,1,-61
2,6,-99
2,3,-68
2,3,-68
2,7,-83
2,3,-68
2,0,-100
2,4,-81
2,4,-81
2,3,-68
2,0,-98
2,1,-62
2,7,-82
2,3,-68
2,0,-105
2,1,-62
2,4,-81
2,1,-62
2,6,-99
2,7,-83
2,0,-98
2,4,-81
2,3,-68
2,6,-99
2,0,-95
2,1,-62
2,6,-99
2,7,-83
2,6,-98
2,6,-97
2,7,-83
2,3,-69
2,7,-85
2,3,-68
2,0,-88
2,7,-84
2,3,-68
2,0,-97
2,1,-60
2,7,-87
2,3,-68
2,0,-94
2,1,-60
2,7,-81
2,6,-98
2,3,-68
2,1,-62
2,0,-91
2,4,-81
2,1,-61
2,6,-99
2,7,-82
2,6,-99
2,6,-99
2,0,-97
2,6,-98
2,7,-83
2,1,-62
2,7,-83
2,3,-68
2,7,-83
2,0,-90
2,1,-62
2,7,-82
2,4,-81
2,1,-62
2,5,-88
2,5,-88
2,0,-88
2,6,-99
2,7,-83
2,1,-62
2,0,-91
2,4,-81
2,5,-89
2,5,-89
2,6,-100
2,1,-62
2,5,-89
2,6,-99
2,0,-89
2,6,-99
2,7,-82
2,1,-62
2,7,-82
2,0,-90
2,7,-82
2,1,-62
2,5,-89
2,0,-91
2,4,-81
2,5,-89
2,4,-81
2,5,-89
2,0,-90
2,7,-83
2,1,-63
2,0,-91
2,4,-81
2,5,-89
2,4,-81
2,5,-88
2,6,-99
2,7,-83
2,0,-92
2,5,-89
2,6,-99
2,0,-92
2,7,-83
2,1,-62
2,7,-82
2,1,-62
2,7,-82
2,0,-94
2,4,-81
2,0,-94
2,4,-81
2,4,-81
2,5,-89
2,5,-88
2,6,-97
2,7,-83
2,1,-62
2,0,-93
2,4,-81
2,5,-89
2,4,-81
2,5,-89
2,5,-89
2,7,-83
2,0,-93
2,5,-89
2,7,-83
2,1,-62
2,7,-83
2,3,-68
2,4,-81
2,0,-93
2,4,-81
2,3,-68
2,0,-92
2,4,-81
2,4,-81
2,5,-89
2,5,-89
2,3,-68
2,5,-89
2,0,-91
2,7,-83
2,7,-83
2,1,-62
2,4,-81
2,5,-89
2,5,-89
2,6,-97
2,1,-62
2,0,-92
2,5,-89
2,6,-98
2,7,-83
2,3,-68
2,0,-91
2,4,-81
2,3,-68
2,0,-91
2,4,-81
2,4,-81
2,5,-89
2,5,-89
2,3,-68
2,5,-89
2,0,-92
2,7,-83
2,7,-83
2,4,-81
2,5,-89
2,3,-68
2,7,-83
2,0,-95
2,3,-68
2,3,-68
2,3,-68
2,0,-92
2,4,-81
2,3,-68
2,0,-92
2,4,-81
2,4,-81
2,5,-89
2,3,-68
2,3,-68
2,0,-92
2,7,-83
2,7,-83
2,0,-93
2,5,-89
2,4,-81
2,5,-89
2,3,-68
2,7,-83
2,7,-83
2,0,-91
2,0,-91
2,3,-68
2,4,-81
2,1,-62
2,3,-68
2,4,-81
2,3,-68
2,5,-89
2,4,-81
2,5,-89
2,5,-88
2,1,-62
2,6,-99
2,7,-83
2,1,-61
2,0,-93
2,5,-89
2,4,-81
2,5,-89
2,3,-68
2,7,-82
2,7,-83
2,0,-94
2,7,-83
2,0,-92
2,3,-68
2,4,-81
2,4,-81
2,1,-61
2,4,-81
2,5,-89
2,5,-89
2,3,-68
2,1,-61
2,5,-88
2,4,-81
2,5,-88
2,3,-68
2,6,-98
2,1,-61
2,6,-97
2,7,-83
2,0,-93
2,7,-83
2,1,-61
2,0,-94
2,5,-88
2,7,-83
2,1,-61
2,0,-91
2,6,-98
2,7,-83
2,0,-92
2,3,-68
2,3,-68
2,3,-68
2,1,-61
2,4,-81
2,1,-61
2,5,-88
2,4,-81
2,6,-98
2,1,-61
2,7,-83
2,5,-89
2,5,-88
2,1,-61
2,6,-98
2,7,-82
2,0,-91
2,7,-83
2,3,-68
2,1,-61
2,0,-91
2,5,-88
2,6,-98
2,6,-99
2,0,-93
2,7,-83
2,1,-61
2,0,-91
2,6,-98
2,0,-91
2,4,-81
2,4,-81
2,4,-81
2,1,-61
2,4,-81
2,1,-61
2,5,-88
2,5,-88
2,6,-99
2,1,-62
2,7,-83
2,5,-88
2,6,-99
2,1,-61
2,6,-100
2,0,-92
2,0,-92
2,7,-83
2,4,-81
2,1,-61
2,5,-88
2,6,-99
2,6,-99
2,0,-91
2,7,-83
2,4,-81
2,0,-91
2,6,-98
2,0,-90
2,4,-81
2,4,-81
2,4,-81
2,7,-83
2,7,-83
2,5,-89
2,6,-99
2,1,-61
2,5,-89
2,6,-99
2,1,-61
2,6,-99
2,0,-91
2,4,-81
2,1,-61
2,5,-89
2,6,-99
2,6,-99
2,0,-92
2,7,-82
2,4,-81
2,6,-99
2,0,-92
2,0,-91
2,4,-81
2,4,-81
2,7,-82
2,6,-98
2,1,-61
2,5,-89
2,6,-99
2,1,-61
2,5,-89
2,6,-98
2,1,-61
2,6,-98
2,0,-96
2,0,-94
2,4,-81
2,4,-81
2,7,-83
2,5,-89
2,0,-91
2,6,-98
2,0,-92
2,4,-81
2,6,-99
2,4,-81
2,1,-61
2,6,-99
2,7,-83
2,1,-61
2,5,-89
2,6,-99
2,1,-61
2,5,-89
2,0,-91
2,6,-99
2,1,-61
2,6,-99
2,0,-91
2,4,-81
2,4,-81
2,4,-81
2,7,-83
2,5,-88
2,0,-95
2,6,-98
2,0,-99
2,4,-81
2,5,-88
2,0,-93
2,4,-81
2,1,-61
2,1,-61
2,3,-68
2,7,-83
2,3,-68
2,6,-99
2,1,-61
2,3,-68
2,5,-89
2,6,-99
2,1,-61
2,5,-88
2,0,-93
2,6,-98
2,5,-88
2,0,-92
2,4,-81
2,1,-61
2,7,-83
2,5,-88
2,0,-94
2,0,-94
2,6,-98
2,7,-83
2,5,-89
2,0,-93
2,7,-82
2,1,-62
2,3,-68
2,6,-98
2,7,-83
2,3,-68
2,6,-98
2,7,-83
2,5,-88
2,6,-98
2,5,-89
2,0,-96
2,5,-88
2,0,-90
2,6,-98
2,5,-88
2,0,-93
2,7,-82
2,4,-81
2,3,-68
2,7,-83
2,5,-88
2,0,-93
2,0,-94
2,3,-68
2,5,-88
