Receiving Node ID, Transmitting Node ID, RSSI (dBm)
rxID, txID, rssi
3,2,-72
3,0,-110
3,2,-72
3,0,-109
3,0,-109
3,2,-72
3,2,-72
3,0,-109
3,2,-72
3,2,-72
3,0,-109
3,0,-109
3,0,-109
3,2,-72
3,1,-81
3,0,-110
3,2,-72
3,2,-72
3,5,-112
3,0,-109
3,1,-81
3,1,-81
3,2,-72
3,2,-72
3,1,-81
3,0,-112
3,1,-81
3,2,-72
3,2,-72
3,0,-111
3,2,-72
3,2,-72
3,2,-71
3,0,-111
3,2,-71
3,0,-112
3,0,-111
3,2,-71
3,2,-72
3,2,-72
3,2,-72
3,2,-72
3,2,-71
3,5,-112
3,2,-72
3,0,-107
3,0,-109
3,0,-108
3,2,-72
3,0,-108
3,2,-72
3,0,-108
3,0,-109
3,0,-110
3,0,-109
3,1,-81
3,0,-108
3,2,-72
3,0,-109
3,1,-81
3,0,-109
3,0,-111
3,0,-109
3,1,-82
3,0,-110
3,0,-110
3,0,-110
3,0,-109
3,0,-110
3,0,-110
3,0,-108
3,0,-109
3,0,-110
3,0,-109
3,0,-109
3,2,-71
3,0,-108
3,0,-108
3,0,-108
3,0,-108
3,0,-108
3,2,-72
3,2,-72
3,2,-71
3,0,-107
3,0,-110
3,2,-72
3,2,-72
3,2,-71
3,0,-108
3,0,-108
3,0,-108
3,0,-109
3,2,-72
3,2,-71
3,1,-81
3,0,-109
3,2,-72
3,2,-72
3,2,-72
3,0,-109
3,2,-71
3,0,-106
3,0,-107
3,2,-71
3,1,-81
3,1,-81
3,0,-107
3,1,-81
3,2,-72
3,2,-72
3,1,-81
3,0,-107
3,2,-72
3,0,-108
3,2,-71
3,1,-81
3,0,-108
3,0,-108
3,2,-72
3,1,-81
3,1,-81
3,0,-108
3,1,-81
3,2,-72
3,2,-72
3,1,-81
3,0,-107
3,0,-108
3,2,-72
3,0,-107
3,2,-72
3,1,-81
3,0,-108
3,2,-72
3,1,-81
3,1,-81
3,2,-71
3,0,-107
3,2,-71
3,1,-81
3,1,-81
3,0,-107
3,0,-109
3,0,-108
3,2,-72
3,0,-107
3,2,-72
3,1,-81
3,0,-108
3,2,-72
3,1,-80
3,1,-81
3,2,-72
3,0,-107
3,2,-72
3,1,-81
3,0,-108
3,0,-107
3,2,-72
3,0,-108
3,2,-71
3,1,-81
3,0,-106
3,2,-72
3,1,-81
3,0,-107
3,1,-81
3,2,-72
3,1,-81
3,2,-71
3,0,-110
3,1,-81
3,2,-71
3,1,-81
3,1,-81
3,2,-72
3,1,-81
3,2,-72
3,2,-71
3,2,-71
3,1,-81
3,2,-71
3,2,-71
3,1,-81
3,1,-81
3,2,-72
3,2,-71
3,2,-71
3,1,-81
3,1,-81
3,1,-81
3,1,-81
3,2,-72
3,2,-72
3,1,-81
3,0,-109
3,2,-71
3,0,-109
3,2,-71
3,0,-110
3,2,-71
3,1,-81
3,2,-72
3,0,-109
3,2,-72
3,2,-72
3,0,-110
3,2,-71
3,0,-110
3,2,-72
3,0,-110
3,2,-72
3,0,-110
3,0,-109
3,2,-72
3,0,-109
3,2,-72
3,0,-111
3,0,-109
3,2,-71
3,2,-71
3,0,-111
3,2,-71
3,2,-71
3,0,-111
3,1,-81
3,0,-111
3,1,-81
3,0,-110
3,1,-81
3,1,-81
3,1,-81
3,1,-81
3,2,-72
3,0,-109
3,2,-71
3,2,-72
3,0,-109
3,1,-81
3,1,-81
3,0,-108
3,1,-81
3,0,-110
3,1,-81
3,2,-71
3,1,-81
3,2,-72
3,1,-81
3,2,-72
3,2,-71
3,0,-109
3,0,-109
3,0,-110
3,1,-81
3,1,-81
3,1,-81
3,1,-81
3,2,-71
3,0,-111
3,1,-81
3,2,-72
3,2,-71
3,1,-81
3,2,-72
3,2,-72
3,1,-80
3,1,-81
3,1,-81
3,1,-81
3,2,-72
3,2,-72
3,1,-81
3,2,-72
3,2,-72
3,2,-71
3,1,-81
3,2,-72
3,1,-81
3,2,-72
3,2,-71
3,2,-71
3,1,-81
3,1,-81
3,1,-81
3,2,-72
3,2,-71
3,2,-71
3,2,-71
3,1,-81
3,1,-81
3,2,-72
3,1,-81
3,2,-72
3,2,-72
3,2,-71
3,2,-71
3,0,-108
3,0,-108
3,1,-81
3,0,-108
3,1,-81
3,2,-71
3,2,-72
3,2,-71
3,2,-72
3,2,-72
3,0,-110
3,0,-109
3,2,-72
3,2,-72
3,2,-72
3,0,-108
3,2,-72
3,2,-72
3,0,-108
3,2,-71
3,0,-109
3,0,-109
3,2,-72
3,2,-72
3,2,-71
3,0,-108
3,2,-71
3,2,-72
3,2,-71
3,2,-72
3,1,-81
3,2,-71
3,1,-81
3,2,-72
3,2,-71
3,1,-81
3,2,-71
3,2,-72
3,1,-81
3,2,-72
3,2,-72
3,1,-81
3,2,-72
3,2,-72
3,1,-81
3,2,-72
3,2,-72
3,0,-109
3,2,-72
3,1,-80
3,2,-72
3,0,-108
3,0,-109
3,2,-72
3,1,-80
3,0,-110
3,2,-72
3,2,-72
3,1,-81
3,2,-72
3,0,-109
3,2,-71
3,0,-110
3,2,-71
3,0,-110
3,0,-109
3,2,-71
3,0,-109
3,2,-71
3,0,-108
3,1,-81
3,2,-72
3,0,-108
