Receiving Node ID, Transmitting Node ID, RSSI (dBm),Sample Timestamp (ms since 1970), Formatted Timestamp
rxID, txID, rssi, timestamp, timestring
0,9,-69,1.4261E+12,03/11/2015 - 11:15:16.000
0,2,-89,1.4261E+12,03/11/2015 - 11:15:13.000
0,2,-89,1.4261E+12,03/11/2015 - 11:15:08.000
0,8,-49,1.4261E+12,03/11/2015 - 11:15:02.000
0,9,-69,1.4261E+12,03/11/2015 - 11:15:29.000
0,2,-91,1.4261E+12,03/11/2015 - 11:15:23.000
0,7,-63,1.4261E+12,03/11/2015 - 11:15:20.000
0,8,-49,1.4261E+12,03/11/2015 - 11:15:33.000
0,7,-65,1.4261E+12,03/11/2015 - 11:15:44.000
0,9,-69,1.4261E+12,03/11/2015 - 11:15:55.000
0,8,-49,1.4261E+12,03/11/2015 - 11:15:50.000
0,7,-63,1.4261E+12,03/11/2015 - 11:15:56.000
0,2,-88,1.4261E+12,03/11/2015 - 11:16:08.000
0,2,-88,1.4261E+12,03/11/2015 - 11:16:06.000
0,4,-85,1.4261E+12,03/11/2015 - 11:15:59.000
0,2,-91,1.4261E+12,03/11/2015 - 11:16:13.000
0,9,-66,1.4261E+12,03/11/2015 - 11:16:10.000
0,9,-66,1.4261E+12,03/11/2015 - 11:16:16.000
0,8,-49,1.4261E+12,03/11/2015 - 11:16:15.000
0,9,-67,1.4261E+12,03/11/2015 - 11:16:29.000
0,8,-49,1.4261E+12,03/11/2015 - 11:16:27.000
0,7,-64,1.4261E+12,03/11/2015 - 11:16:44.000
0,5,-103,1.4261E+12,03/11/2015 - 11:16:34.000
0,7,-66,1.4261E+12,03/11/2015 - 11:16:56.000
0,8,-48,1.4261E+12,03/11/2015 - 11:16:50.000
0,2,-90,1.4261E+12,03/11/2015 - 11:17:06.000
0,2,-88,1.4261E+12,03/11/2015 - 11:17:05.000
0,7,-64,1.4261E+12,03/11/2015 - 11:17:02.000
0,4,-85,1.4261E+12,03/11/2015 - 11:16:59.000
0,9,-69,1.4261E+12,03/11/2015 - 11:17:10.000
0,2,-88,1.4261E+12,03/11/2015 - 11:17:08.000
0,9,-65,1.4261E+12,03/11/2015 - 11:17:16.000
0,8,-48,1.4261E+12,03/11/2015 - 11:17:15.000
0,11,-91,1.4261E+12,03/11/2015 - 11:17:25.000
0,8,-49,1.4261E+12,03/11/2015 - 11:17:27.000
0,9,-65,1.4261E+12,03/11/2015 - 11:17:39.000
0,7,-66,1.4261E+12,03/11/2015 - 11:17:33.000
0,8,-50,1.4261E+12,03/11/2015 - 11:17:41.000
0,11,-95,1.4261E+12,03/11/2015 - 11:17:46.000
0,7,-64,1.4261E+12,03/11/2015 - 11:17:56.000
0,2,-86,1.4261E+12,03/11/2015 - 11:18:04.000
0,7,-65,1.4261E+12,03/11/2015 - 11:18:02.000
0,11,-94,1.4261E+12,03/11/2015 - 11:17:57.000
0,9,-66,1.4261E+12,03/11/2015 - 11:18:10.000
0,2,-87,1.4261E+12,03/11/2015 - 11:18:06.000
0,2,-87,1.4261E+12,03/11/2015 - 11:18:05.000
0,7,-67,1.4261E+12,03/11/2015 - 11:18:18.000
0,8,-56,1.4261E+12,03/11/2015 - 11:18:15.000
0,4,-84,1.4261E+12,03/11/2015 - 11:18:35.000
0,7,-65,1.4261E+12,03/11/2015 - 11:18:33.000
0,11,-98,1.4261E+12,03/11/2015 - 11:18:46.000
0,8,-49,1.4261E+12,03/11/2015 - 11:18:41.000
0,9,-65,1.4261E+12,03/11/2015 - 11:18:39.000
0,8,-49,1.4261E+12,03/11/2015 - 11:18:54.000
0,9,-69,1.4261E+12,03/11/2015 - 11:18:53.000
0,7,-65,1.4261E+12,03/11/2015 - 11:19:02.000
0,11,-91,1.4261E+12,03/11/2015 - 11:18:57.000
0,2,-93,1.4261E+12,03/11/2015 - 11:19:05.000
0,2,-93,1.4261E+12,03/11/2015 - 11:19:04.000
0,7,-66,1.4261E+12,03/11/2015 - 11:19:18.000
0,5,-105,1.4261E+12,03/11/2015 - 11:19:39.000
0,2,-91,1.4261E+12,03/11/2015 - 11:19:36.000
0,7,-66,1.4261E+12,03/11/2015 - 11:19:33.000
0,8,-53,1.4261E+12,03/11/2015 - 11:19:29.000
0,4,-85,1.4261E+12,03/11/2015 - 11:19:51.000
0,8,-49,1.4261E+12,03/11/2015 - 11:19:41.000
0,11,-86,1.4261E+12,03/11/2015 - 11:19:57.000
0,8,-51,1.4261E+12,03/11/2015 - 11:19:54.000
0,5,-104,1.4261E+12,03/11/2015 - 11:19:53.000
0,11,-86,1.4261E+12,03/11/2015 - 11:20:02.000
0,9,-67,1.4261E+12,03/11/2015 - 11:20:00.000
0,2,-89,1.4261E+12,03/11/2015 - 11:20:04.000
0,2,-86,1.4261E+12,03/11/2015 - 11:20:20.000
0,7,-67,1.4261E+12,03/11/2015 - 11:20:11.000
0,7,-66,1.4261E+12,03/11/2015 - 11:20:07.000
0,2,-92,1.4261E+12,03/11/2015 - 11:20:36.000
0,4,-87,1.4261E+12,03/11/2015 - 11:20:35.000
0,8,-51,1.4261E+12,03/11/2015 - 11:20:29.000
0,8,-52,1.4261E+12,03/11/2015 - 11:20:48.000
0,8,-51,1.4261E+12,03/11/2015 - 11:20:54.000
0,4,-84,1.4261E+12,03/11/2015 - 11:20:51.000
0,4,-88,1.4261E+12,03/11/2015 - 11:20:59.000
0,7,-65,1.4261E+12,03/11/2015 - 11:21:07.000
0,7,-66,1.4261E+12,03/11/2015 - 11:21:05.000
0,11,-87,1.4261E+12,03/11/2015 - 11:21:02.000
0,2,-95,1.4261E+12,03/11/2015 - 11:21:12.000
0,2,-94,1.4261E+12,03/11/2015 - 11:21:20.000
0,2,-95,1.4261E+12,03/11/2015 - 11:21:36.000
0,4,-81,1.4261E+12,03/11/2015 - 11:21:31.000
0,8,-48,1.4261E+12,03/11/2015 - 11:21:29.000
0,8,-49,1.4261E+12,03/11/2015 - 11:21:26.000
0,8,-51,1.4261E+12,03/11/2015 - 11:21:48.000
0,4,-81,1.4261E+12,03/11/2015 - 11:21:59.000
0,4,-85,1.4261E+12,03/11/2015 - 11:21:51.000
0,7,-65,1.4261E+12,03/11/2015 - 11:22:07.000
0,7,-64,1.4261E+12,03/11/2015 - 11:22:05.000
0,2,-92,1.4261E+12,03/11/2015 - 11:22:08.000
0,2,-93,1.4261E+12,03/11/2015 - 11:22:12.000
0,2,-96,1.4261E+12,03/11/2015 - 11:22:20.000
0,4,-91,1.4261E+12,03/11/2015 - 11:22:17.000
0,8,-52,1.4261E+12,03/11/2015 - 11:22:15.000
0,4,-82,1.4261E+12,03/11/2015 - 11:22:31.000
0,8,-50,1.4261E+12,03/11/2015 - 11:22:26.000
0,7,-66,1.4261E+12,03/11/2015 - 11:22:36.000
0,11,-89,1.4261E+12,03/11/2015 - 11:22:35.000
0,8,-49,1.4261E+12,03/11/2015 - 11:22:48.000
0,5,-105,1.4261E+12,03/11/2015 - 11:22:39.000
0,4,-83,1.4261E+12,03/11/2015 - 11:22:59.000
0,2,-89,1.4261E+12,03/11/2015 - 11:23:08.000
0,7,-65,1.4261E+12,03/11/2015 - 11:23:05.000
0,4,-86,1.4261E+12,03/11/2015 - 11:23:17.000
0,8,-49,1.4261E+12,03/11/2015 - 11:23:15.000
0,2,-90,1.4261E+12,03/11/2015 - 11:23:12.000
0,8,-49,1.4261E+12,03/11/2015 - 11:23:09.000
0,11,-97,1.4261E+12,03/11/2015 - 11:23:35.000
0,4,-85,1.4261E+12,03/11/2015 - 11:23:31.000
0,8,-49,1.4261E+12,03/11/2015 - 11:23:26.000
0,4,-90,1.4261E+12,03/11/2015 - 11:23:42.000
0,2,-90,1.4261E+12,03/11/2015 - 11:23:38.000
0,7,-65,1.4261E+12,03/11/2015 - 11:23:36.000
0,5,-106,1.4261E+12,03/11/2015 - 11:23:53.000
0,7,-64,1.4261E+12,03/11/2015 - 11:23:52.000
0,11,-91,1.4261E+12,03/11/2015 - 11:23:51.000
0,2,-90,1.4261E+12,03/11/2015 - 11:24:08.000
0,8,-52,1.4261E+12,03/11/2015 - 11:24:09.000
0,8,-52,1.4261E+12,03/11/2015 - 11:24:15.000
0,2,-94,1.4261E+12,03/11/2015 - 11:24:21.000
0,4,-91,1.4261E+12,03/11/2015 - 11:24:17.000
0,11,-100,1.4261E+12,03/11/2015 - 11:24:35.000
0,7,-62,1.4261E+12,03/11/2015 - 11:24:28.000
