2,0,-95
2,0,-101
2,0,-104
2,0,-91
2,0,-93
2,0,-92
2,0,-93
2,0,-92
2,0,-95
2,0,-92
2,0,-96
2,0,-99
2,0,-94
2,0,-95
2,0,-94
2,0,-97
2,0,-92
2,0,-93
2,0,-91
2,0,-99
2,0,-97
2,0,-99
2,0,-103
2,0,-99
2,0,-98
2,0,-99
2,0,-94
2,0,-99
2,0,-95
2,0,-96
2,0,-95
2,0,-95
2,0,-93
2,0,-94
2,0,-92
2,0,-95
2,0,-92
2,0,-92
2,0,-91
2,0,-95
2,0,-94
2,0,-102
2,0,-102
2,0,-100
2,0,-104
2,0,-96
2,0,-100
2,0,-100
2,0,-97
2,0,-96
2,0,-97
2,0,-97
2,0,-98
2,0,-100
2,0,-98
2,0,-105
2,0,-98
2,0,-95
2,0,-88
2,0,-97
2,0,-94
2,0,-91
2,0,-97
2,0,-90
2,0,-88
2,0,-91
2,0,-89
2,0,-90
2,0,-91
2,0,-90
2,0,-91
2,0,-92
2,0,-92
2,0,-94
2,0,-94
2,0,-93
2,0,-93
2,0,-93
2,0,-92
2,0,-91
2,0,-92
2,0,-91
2,0,-91
2,0,-92
2,0,-95
2,0,-92
2,0,-92
2,0,-92
2,0,-93
2,0,-91
2,0,-91
2,0,-93
2,0,-94
2,0,-92
2,0,-93
2,0,-94
2,0,-91
2,0,-92
2,0,-91
2,0,-91
2,0,-93
2,0,-91
2,0,-91
2,0,-92
2,0,-92
2,0,-91
2,0,-91
2,0,-90
2,0,-91
2,0,-92
2,0,-92
2,0,-91
2,0,-96
2,0,-94
2,0,-91
2,0,-92
2,0,-91
2,0,-91
2,0,-95
2,0,-99
2,0,-93
2,0,-93
2,0,-92
2,0,-94
2,0,-94
2,0,-93
2,0,-96
2,0,-90
2,0,-93
2,0,-93
2,0,-94
2,0,-93
2,0,-95
2,0,-96
2,0,-94
2,0,-96
2,0,-96
2,0,-94
2,0,-94
2,0,-96
2,0,-94
2,0,-95
2,0,-94
2,0,-93
2,0,-94
2,0,-92
2,0,-91
2,0,-94
2,0,-95
2,0,-93
2,0,-95
2,0,-94
2,0,-96
2,0,-92
2,0,-92
2,0,-94
2,0,-92
2,0,-93
2,0,-92
2,0,-94
2,0,-94
2,0,-101
2,0,-97
2,0,-100
2,0,-101
2,0,-98
2,0,-98
2,0,-92
2,0,-92
2,0,-92
2,0,-93
2,0,-90
2,0,-90
2,0,-88
2,0,-90
2,0,-91
2,0,-92
2,0,-93
2,0,-92
2,0,-90
2,0,-93
2,0,-93
2,0,-91
2,0,-91
2,0,-90
2,0,-90
2,0,-92
2,0,-90
2,0,-90
2,0,-88
2,0,-91
2,0,-91
2,0,-91
2,0,-93
2,0,-92
2,0,-91
2,0,-93
2,0,-92
2,0,-95
2,0,-91
2,0,-91
2,0,-90
2,0,-95
2,0,-91
2,0,-92
2,0,-93
2,0,-92
2,0,-91
2,0,-90
2,0,-91
2,0,-90
2,0,-91
2,0,-90
2,0,-90
2,0,-90
2,0,-92
2,0,-93
2,0,-92
2,0,-93
2,0,-89
2,0,-89
2,0,-93
3,0,-110
3,0,-109
3,0,-109
3,0,-109
3,0,-109
3,0,-109
3,0,-109
3,0,-110
3,0,-109
3,0,-112
3,0,-111
3,0,-111
3,0,-112
3,0,-111
3,0,-107
3,0,-109
3,0,-108
3,0,-108
3,0,-108
3,0,-109
3,0,-110
3,0,-109
3,0,-108
3,0,-109
3,0,-109
3,0,-111
3,0,-109
3,0,-110
3,0,-110
3,0,-110
3,0,-109
3,0,-110
3,0,-110
3,0,-108
3,0,-109
3,0,-110
3,0,-109
3,0,-109
3,0,-108
3,0,-108
3,0,-108
3,0,-108
3,0,-108
3,0,-107
3,0,-110
3,0,-108
3,0,-108
3,0,-108
3,0,-109
3,0,-109
3,0,-109
3,0,-106
3,0,-107
3,0,-107
3,0,-107
3,0,-108
3,0,-108
3,0,-108
3,0,-108
3,0,-107
3,0,-108
3,0,-107
3,0,-108
3,0,-107
3,0,-107
3,0,-109
3,0,-108
3,0,-107
3,0,-108
3,0,-107
3,0,-108
3,0,-107
3,0,-108
3,0,-106
3,0,-107
3,0,-110
3,0,-109
3,0,-109
3,0,-110
3,0,-109
3,0,-110
3,0,-110
3,0,-110
3,0,-110
3,0,-109
3,0,-109
3,0,-111
3,0,-109
3,0,-111
3,0,-111
3,0,-111
3,0,-110
3,0,-109
3,0,-109
3,0,-108
3,0,-110
3,0,-109
3,0,-109
3,0,-110
3,0,-111
3,0,-108
3,0,-108
3,0,-108
3,0,-110
3,0,-109
3,0,-108
3,0,-108
3,0,-109
3,0,-109
3,0,-108
3,0,-109
3,0,-108
3,0,-109
3,0,-110
3,0,-109
3,0,-110
3,0,-110
3,0,-109
3,0,-109
3,0,-108
3,0,-108
3,0,-107
3,0,-109
3,0,-110
3,0,-110
3,0,-110
3,0,-110
3,0,-109
3,0,-108
3,0,-108
3,0,-110
3,0,-108
3,0,-110
3,0,-108
3,0,-110
3,0,-110
3,0,-110
3,0,-110
3,0,-109
3,0,-109
3,0,-109
3,0,-110
3,0,-111
3,0,-111
3,0,-110
3,0,-110
3,0,-111
3,0,-110
3,0,-110
3,0,-110
3,0,-109
3,0,-110
3,0,-110
3,0,-109
3,0,-109
3,0,-109
3,0,-110
3,0,-111
3,0,-110
3,0,-112
3,0,-112
3,0,-111
3,0,-111
4,0,-57
4,0,-57
4,0,-57
4,0,-58
4,0,-57
4,0,-56
4,0,-57
4,0,-58
4,0,-56
4,0,-56
4,0,-56
4,0,-57
4,0,-56
4,0,-56
